ISBN10,Author
0688088007,Lynne Withey
0140444203,Flavius Josephus
0140444203,Betty Radice
1878825003,Gore Vidal
0070037485,Julian Barnes
3499102277,Henry Miller
3499102277,Kurt Wagenseil
0872203948,Thucydides
0872203948,Steven Lattimore
0872203948,Steven Lattimore
0385721404,Karen Armstrong
0375410597,Richard Moran
0440125081,Arthur Hailey
0446604275,Anonymous
0446604275,Joe Klein
0671501747,Joan Didion
0805040900,Todd Gitlin
0465006930,Steven Fraser
0670804541,Neil Postman
0679741836,Molly Ivins
068810391X,David Halberstam
0849912903,Pat Robertson
034531798X,Isaac Asimov
0812968379,Firoozeh Dumas
0312961294,Rosamunde Pilcher
034545071X,Kristin Hannah
0451188470,Cathleen Schine
006019541X,Francine Prose
0446527696,Dorothy Garlock
0446609749,William Dietrich
0375502238,Anna Quindlen
0440202043,Rosamunde Pilcher
0345285557,Terry Brooks
0821723243,Ruby Jean Jensen
0312156499,John Derbyshire
0938077112,Thich Nhat Hanh
0938077112,Peter Levitt
0312975228,Stephen Dobyns
0590452037,Jerry Spinelli
0451183665,Michael Crichton
0451183665,Jeffrey Hudson
0061097268,Barbara Seranella
0553111531,Alice Blanchard
0439137411,Tracey West
0312155859,Margaret George
0380758377,J.A. Jance
0345441761,William Bernhardt
0399150897,Patricia Cornwell
0449911160,Louis Begley
0671868640,Elizabeth Von Arnim
0553247379,Rex Stout
0553247379,Marilyn Wallace
0061043508,Dorothy L. Sayers
0811828964,Cameron Tuttle
0811828964,Susannah Bettag
0671624342,Jeffrey Archer
0786890169,T. Jefferson Parker
074322535X,Robert Morgan
0399148728,Clive Cussler
0399148728,Paul Kemprecos
0071349294,Janet Groene
0071349294,Gordon Groene
0312869061,Piers Anthony
0812968212,Eric Garcia
0312264372,Robert Ludlum
0312264372,Gayle Lynds
0684841185,Kathy Reichs
0749005491,Stuart Pawson
0679463070,Eric Garcia
0399146865,Robert J. Ringer
0312873085,Gary Braver
0875964249,Stephen C. George
0875964249,Kenneth Winston Caine
0875964249,Men's Heal
0028625757,Steve Ettlinger
0399146687,Robert B. Parker
055380099X,Parnell Hall
0316693286,James Patterson
0670861944,Jon Scieszka
0670861944,Lane Smith
0399146237,Lee Child
0684842106,James S Thayer
0439164842,Kristiana Gregory
0060174056,Abraham Verghese
0373484887,Nora Roberts
0099521016,John Berendt
0750005815,Robin Jarvis
075001203X,Robin Jarvis
0330261878,Colin Dann
0140302395,Ursula Moray Williams
0060086246,Marian Keyes
0451180429,Greg Iles
0373250126,Sarah Mlynowski
0060723890,Michael Bergin
0373250193,Karen Templeton
0758204930,Linda Lenhoff
0451410947,Claire Cook
038550926X,Lauren Weisberger
0061010707,John Gray
3462031112,Silvana Klein
3499187809,Oliver Sacks
3499187809,Dirk Van Gunsteren
3446203966,Susan Sontag
3446203966,Reinhard Kaiser
3442727367,Peter K. Wehrli
3216303217,Fritz Krenn
3442444020,Elizabeth George
3442444020,Mechtild Sandberg-Ciletti
3257229364,Donna Leon
349961118X,Tom Shachtman
3795116074,Waris Dirie
3795116074,Cathleen Miller
3499232103,Antoine Bello
3499232103,Claudia Kalscheuer
0552998001,Joanne Harris
3499114178,Jack Kerouac
3499114178,Werner Burckhardt
3442439736,Minette Walters
3442350484,Eleanor Cooney
3442350484,Verena Koch
0671004530,Mary Higgins Clark
3421056056,Heike Geißler
3442720141,Klaas Huizing
325722575X,Ingrid Noll
3442413338,Joy Fielding
3442413338,Mechtild Sandberg-Ciletti
3499129728,Rosamunde Pilcher
3499129728,Jürgen Abel
3442435366,Patricia Cornwell
3442435366,Anette Grube
3442441382,Patricia Cornwell
3442441382,Daniela Huzly
3499613638,Gregor Gysi
3499134411,Armistead Maupin
3257224303,Celia Fremlin
3462025864,Nick Hornby
3462025864,Marcus Geiss And Henning Stegelmann
0811811654,Risa Mickenberg
0811811654,Risa Mickenberg
0811811654,Joanne Dugan
0811811654,Brian
0440226414,Belva Plain
0060233532,Paul Zindel
0060959037,Barbara Kingsolver
055327886X,Rita Mae Brown
0805036377,Sue Grafton
0688156134,Faye Kellerman
0374232415,Alice Miller
014028009X,Helen Fielding
0060697024,Philip Zaleski
0060697024,Paul Kaufman
0140254587,Dennis Covington
0375708278,Erik Larson
3442541034,Guido Eckert
0340581239,Siri Hustvedt
0425187063,Robert B. Parker
2264032200,Armistead Maupin
2070407675,Georges Montforez
2253171395,Mary Higgins Clark
2070408507,Antoine De Saint-Exupéry
2253054747,Higgins Clark
0002258579,Christopher Wallace
0446361305,Greg Bear
3775713328,Kunstmuseum Basel
0451524063,Henrik Ibsen
0451524063,Rolf Fjelde
0451524063,Rolf Fjelde
0451411285,Jerri Corgiat
0743246349,John Dalton
031286504X,Richard Matheson
1928556396,Marjorie Hudson
0517676044,M. Nelson Chunder
1562054376,Karanjit Siyan
1562054376,Chris Hare
0735700737,Wendell Odom
0028604032,Frommer
0028604032,Patricia Barnes-Svarney
1573220256,Dalai Lama
034547063X,Stephen King
034547063X,Peter Straub
0425181480,Mike Lupica
0405054610,Ilya Ilf
0405054610,Eugene Petrov
0405054610,Evgenii Petrov
0312280769,Edward Bunker
1585673390,Yaakov Shabtai
0886778964,Tanya Huff
3596154766,Ricarda Junge
1561631469,Bo Hampton
1561631469,Mark Kneece
1841950149,Andrew H. Vachss
1852428112,Catherine Millet
1852428112,Adriana Hunter
1852428112,Adriana Hunter
1418447293,Albert Schwarzenbach
0451457811,Jim Butcher
0553342495,Louise Erdrich
0374525641,Anne Fadiman
0571167926,Christopher Frayling
059043344X,Edgar Allan Poe
059043344X,Groff Conklin
059043344X,Irv Docktor
0140043136,Calvin Tomkins
0874775132,Betty Edwards
0738846503,Bernard P. Chamberlain
1552633217,Lola Lemire Tostevin
0375701311,Patrick McGrath
0340265450,Nigel Tranter
0441004954,Gordon R. Dickson
0312244266,Joy Wilt Berry
0786889098,Laurence Shames
0373169884,Michele Dunaway
1551660539,Joan Hohl
0373076371,Merline Lovelace
0373259646,Heather Macallister
0553445014,Debra Dixon
037325668X,Debra Carroll
0373098006,Carole Halston
0373095244,Mary Kirk
0373885210,Ann Major
1565970519,Joey Light
0373075286,Kylie Brant
0373223455,Laura Gordon
0373031114,Emma Goldrick
0373115458,Goldrick
0373164556,Tracy Hughes
0821756672,Laurel Collins
0373291019,Diana Hall
0373168713,Kara Lennox
0373168829,Muriel Jensen
0373169795,Rita Herron
0373169477,Mollie Molay
0446364290,Sandra Brown
0373482957,Steve Martini
0446600342,Sandra Brown
0445205512,Sandra Brown
1551666014,Sandra Brown
0446356859,Sandra Brown
0446603082,Sandra Brown
0446360511,Sandra Brown
0446364312,Sandra Brown
0446364150,Sandra Brown
0446356875,Sandra Brown
0373288468,Nina Beaumont
0373166621,Lisa Bingham
0446360708,Sandra Brown
0373222289,Eve Gladstone
0373169302,Judy Christenberry
0373169639,Michele Dunaway
1551660903,Barbara Bretton
0553440845,Barbara Boswell
0373098677,Coughlin
0373451911,Kathleen Eagle
0373096585,Andrea Edwards
0373169175,Kara Lennox
0373169469,Mindy Neff
0373255500,Rita Clay Estrada
037324343X,Brashear
0373165048,Dawson
0452282829,Joyce Carol Oates
0452281091,Darin Strauss
0679781579,Richard Bernstein
0380728532,Thomas Hine
0395754127,Jessica Hagedorn
1585673781,Philip K. Dike
1585673781,Gwen Lee
1585673781,Doris Elaine Sauter
1585673781,Tim Po
0879757892,Bernard E. Rollin
0803251734,Mari Sandoz
0803251734,Helen Stauffer Winter
1582431612,Maeve Brennan
0873382668,Mary D. Robertson
0931122740,Cherrie Moraga
1562800299,Isabel Miller
1562801465,Isabel Miller
0934971013,Andrea Carlisle
0934971013,Mary Narkiewicz
0553149121,Madonna Kolbenschlag
0761504362,Mimi Luebbermann
0673523241,Arlene S. Skolnick
0673523241,Jerome H. Skolnick
0395354846,Bella Abzug
0553258958,Susan Brownmiller
0061040185,Anne Wilson Schaef
0816513333,Charles M. Tatum
0816513074,Charles M. Tatum
1888277173,Nicole Blackman
155583356X,Robin Bernstien
155583356X,Seth Clark Silberman
0688037127,Ruth Baetz
0688179096,Amanda Davis
1879960214,Jyl Lynn Felman
0345367561,Cynthia Kadohata
0066214688,Michael E. Gerber
0785268839,John Eldredge
0871135809,P. J. O'Rourke
0590436848,Padriac Colum
3442352703,Eileen Campbell
0449219143,Anne Perry
3795115833,Thomas R. P. Mielke
3442721652,Luciano De Crescenzo
3442721652,Linde Birk
3499156938,Roald Dahl
347354034X,Morton Rhue
034540761X,Richard North Patterson
0061057797,A. A. Attanasio
033028813X,Colin Forbes
0859696707,Patricia Hedges
0859696707,Patricia H. Hedges
1844261085,John Andrew Storey
0385031386,William Barrett
0875420036,Amber K
0141001828,Nathaniel Philbrick
038078520X,Mary Daheim
3492229891,Holly-Jane Rahlens
0385468067,Michael Dibdin
0312420021,Philip Gourevitch
0553293400,Isaac Asimov
0060929871,Aldous Huxley
0393312836,Anthony Burgess
0553211757,Fyodor Dostoevsky
0553211757,Constance Garnett
0553211757,Joseph Frank
0060931914,Hermann Hesse
0393318680,Irvine Welsh
0590409433,Walter Dean Myers
0138700982,Simon Winchester
0515093556,Anne Rice
1412014050,James Ryan
2253003964,Agatha Christie
0399151850,Arturo Perez-Reverte
0802117821,Chico Buarque
0802117821,Alison Entrekin
0380897180,Jorge Amado
0380897180,Gregory Rabassa
1573240923,Elizabeth Fishel
0385722206,Dai Sijie
0385722206,Ina Rilke
0702221988,Janette Turner Hospital
0061095540,Olivia Goldsmith
9879630130,Miguel Hernandez
0679732411,Anne Morrow Lindbergh
0446606243,Brad Meltzer
0316785261,Jody Shields
0140049975,John Steinbeck
3701712417,Alex Capus
080913960X,Stephen M. Wylen
0139483993,Bernhard W. Anderson
0139483993,Katheryn Pfisterer Darr
0385494661,Shmuley Boteach
014062080X,Nathaniel Hawthorne
0425174808,Tom Clancy
0425174808,Steve Pieczenik
0425174808,Jeff Rovin
0061002860,Agatha Christie
0140390847,Herman Melville
0140390847,Andrew Delbanco
0140390847,Tom Quirk
0451202856,John Lescroart
0451405889,James Preston Girard
0312274971,Dan Simmons
0914171771,Timothy Leary
0914171771,Michael Horowitz
0914171771,Vicki Marshall
0914171771,Caro
0964849909,Sydne Heather Schinkel
0964849909,Thomas Charles Schinkel
0886777461,Melanie Rawn
0886777461,Jennifer Roberson
0886777461,Kate Elliott
0375406956,Orhan Pamuk
0375406956,Erdag Goknar
0743202031,Goldberry Long
0767902912,Vikram Seth
039571091X,Kathleen Norris
0395860318,Ashley Warlick
0192833642,George Eliot
0192833642,Gordon S. Haight
0192833642,Dinah Birch
0750514833,Kitty Ray
1860463312,Peter Hoeg
0142001430,Geraldine Brooks
0609809547,Rita Golden Gelman
0440218667,F. Paul Wilson
0142000671,John Steinbeck
0425192792,P. C. Cast
0821774352,KARLA /LANSDOWNE/SAVE HOCKER
0821774352,Judith A. Lansdowne
0821774352,H
0505524139,Susan Grant
0345463404,Suzanne Brockmann
0449006379,Gaelen Foley
1885840047,Sarah Gallick
0060580208,Maggie Haberman
0060580208,Jeane MacIntosh
0425191060,P. B. Ryan
0743458125,Maddy Hunter
0312984820,Sherrilyn Kenyon
0380764008,Jill Churchill
0060549270,Jenna McKnight
0505525305,Katie MacAlister
0373218222,Susan Krinard
0373218222,Tanith Lee
0373218222,Evelyn Vaughn
0679777601,T.R. Reid
0060505249,Lisa Kleypas
0060505249,Kinley MacGregor
0060505249,Julia Quinn
0425191257,Rebecca York
0451458923,Jim Butcher
0805426183,Stephen A. Bly
0553800914,Iris Johansen
080410526X,Robert Fulghum
031242227X,Augusten Burroughs
1555836577,Warren Dunford
0553250256,J.D. Salinger
0451520793,Edith Wharton
030680395X,Albert Murray
0440241812,Sophie Kinsella
0767914767,Lauren Weisberger
0451528697,Charles Dickens
0451528697,Elizabeth McCracken
0060989270,Alan Cumming
0374232105,Nadine Gordimer
0140061401,Nadine Gordimer
0393310329,E. M. Forster
0679721037,John Hersey
0140433988,Charles Dickens
0140433988,Kate Flint
0140433988,Kate Flint
0142437204,Charlotte Brontë
0142437204,Michael Mason
1560235136,Thomas L. Long
0440219892,Theresa Nelson
1555834930,William Taylor
1555836038,Krandall Kraus
0553272160,Barrett Tillman
006093090X,Armistead Maupin
0942361598,Joyce M. Roche
0942361598,Marie Rodriguez
0942361598,Phyllis Schneider
055321148X,Bram Stoker
038533494X,Rita Ciresi
0345355563,Leonard B. Scott
0553210327,Victor Hugo
0964109964,Patricia Nell Warren
0553212524,Jules Verne
0553212524,Anthony Bonner
0553251503,Jess Stearn
0393321096,Jean-Christophe Rufin
0553574132,Steve Perry
038071681X,Torey Hayden
088029261X,Arthur Conan Doyle
0517053586,Edgar Allan Poe
0375706682,Samuel R. Delany
0140270590,Jan Karon
0679445625,Louisa May Alcott
0140862129,Roger E. Allen
0140862129,Stephen D. Allen
0140862129,Bob Davis
0140862129,Shirley
0740735756,Alesia Holliday
0440235596,Maeve Binchy
0440906156,Beatles
034540498X,Richard N. Patterson
0671619373,Jackie Collins
2070419657,Alessandro Baricco
2070419657,Françoise Brun
0943734312,Richard L. Polese
0943734150,Peace Pilgrim
0898861098,Barbara Savage
0803267355,Loren Eiseley
0803267355,Gale E. Christianson
0964858401,James Bannon
0679826718,Philip Pullman
1885211686,James O'Reilly
1885211686,Tara Austen Weaver
1885211686,Anne Calcagno
0767904893,Lesley Downer
0679733167,Jeanette Winterson
0679436685,David Gates
074341120X,Thomas Scoville
0618162216,J.R.R. Tolkien
0375724621,W. Somerset Maugham
0375724621,Somerset Maugham
0140077812,T.Coraghessan Boyle
059045563X,Nancy Alberts
059045563X,Karen Jerome
0375504907,Azar Nafisi
0312087357,Valerie Carnes
0156907380,Virginia Woolf
0142000485,Bruno Maddox
1584790660,Sandra Magsamen
0812910389,Robert Claiborne
1573245038,Hugh Prather
1573245038,Gerald Jampolsky
061810450X,Alice Randall
0441231942,Anne McCaffrey
0886773768,Jennifer Roberson
0345291794,Anne McCaffrey
0449231992,Thomas Tryon
0192820575,L.P. Hartley
0192820575,Peter Quennell
0449907899,Gertrud Muel Nelson
0345301064,Anne McCaffrey
0226462110,Michael Kunze
0425062341,John G. Fuller
0806967315,Charles Barry Townsend
0944031072,Barbara Hoberman Levine
1567182445,Jim Dreaver
0380776324,Barbara Graham
0380776324,Victoria Roberts
0440504716,Kevin Leman
0525942262,Lydia Adamson
0062508156,Starhawk
014019536X,Margot Adler
0380816555,Christopher Moore
0684848066,Iyanla Vanzant
0449211827,Richard Adams
0441627404,Terence Hanbury White
0553562738,Connie Willis
0812555031,Morgan Llywelyn
0812536509,Morgan Llywelyn
0812553993,Morgan Llywelyn
0380708892,Stephen R. Lawhead
038070613X,Stephen R. Lawhead
0380805421,Valerie Frankel
0425171264,Katherine Mosby
2277219517,Philippe Djian
0441794297,Kara Dalkey
0375708707,Kent Haruf
0802134475,Kirsty Gunn
0151003084,Edward Gorey
0553274066,Margaret Weis
0553274066,Tracy Hickman
1897783108,Mick Middles
0340767278,Melvyn Bragg
0679750932,Will Self
042516098X,Patricia Cornwell
0375701168,Thomas Mann
0375701168,John E. Woods
0446613266,James Patterson
038549081X,Margaret Atwood
0312267460,Michael Frayn
0140329358,Steve Jackson
0140329358,Ian Livingstone
074324396X,Will Randall
0552998486,Joanne Harris
0099759713,James Hawes
1853260193,William Makepeace Thackeray
1853260967,Thomas De Quincey
0140440151,Gustave Flaubert
0140440151,Alan Russell
074993087X,Douglas Lindsay
0671041789,Stephen King
0439139597,J.K. Rowling
0439139597,Mary GrandPré
0439064864,J.K. Rowling
0439064864,Mary GrandPré
1575665379,Kathryn Wesley
0441005489,Brian Jacques
0924171553,Richard L. Zettler
0924171553,Lee Horne
0449909050,Anna Quindlen
0330412302,Alexandra Fuller
0064470059,Bill Cleaver
0064470059,Vera Cleaver
0821222341,Christopher Wright
0821221558,Linda Bolton
0380726297,Dennis Lehane
0553292056,Tom Robbins
1860119190,Dana Facaros
082122154X,Thomas Parsons
0553213512,H.G. Wells
0060933577,Joyce Carol Oates
044023672X,Danielle Steel
0394839129,Dr. Seuss
1573220213,Lily Tuck
0440180295,Kurt Vonnegut
014044582X,Plato
014044582X,Harold Tarrant
014044582X,Harold Tarrant
014044582X,Hugh Tredennic
3423071001,Lewis Carroll
3423071001,Frans Haacken
0884270610,Eliyahu M. Goldratt
0884270610,Jeff Cox
0425170055,Tom Clancy
345832402X,Bettine Von Arnim
3499613425,Till Raether
3548021026,Erich Kästner
351836605X,Max Frisch
1573229083,Nuala O'Faolain
0805058249,Jay Parini
034540047X,John Irving
0140255842,Alix Kates Shulman
0380805995,J.A. Jance
0425169375,Joanna Trollope
0671727311,Joan Didion
0449003795,Sue Grafton
055357874X,Emily Carmichael
0671896326,Phyllis A. Whitney
3379017159,Michael Wallner
0374190771,John McPhee
0972660208,Corina Tettinger
0939165376,David Congalton
0060935464,Harper Lee
0446322180,Umberto Eco
1551668998,Mary Alice Monroe
0515116173,Dick Francis
157586326X,Donald E. Knuth
042516828X,Robert B. Parker
0440910552,Graham Salisbury
1853261092,Anna Sewell
0889950954,Martine Bates
1562477579,Sarah Masters Buckey
0312876343,Charles Sheffield
0446519081,James Redfield
044651862X,James Redfield
0688002307,Robert M. Pirsig
0394708229,Jack Henry Abbott
0394708229,Norman Mailer
0195085140,Michio Kaku
0195085140,Robert O'Keefe
0671765973,Zolar
0922729611,Elizabeth Clare Prophet
0922729611,Patricia R. Spadaro
0767902335,Lewis Richmond
1577311523,Eckhart Tolle
0425166805,Erich Von Daniken
1567185126,Genevieve L. Paulson
1874166188,Jane Hope
1874166188,Borin Van Loon
0875425011,Rev Ray T. Malbrough
0875426638,Israel Regardie
1882723007,Betty J. Eadie
1882723007,Melvin Morse
0764809326,Father Oscar Lukefahr CM
1892137038,R. J. Stewart
1892137038,R. J. Stewart
0883681056,Brother Lawrence
0874776945,Julia Cameron
0875422462,Phyllis Galde
1869928180,Jan Fries
043935806X,J. K. Rowling
043935806X,Mary GrandPré
034540002X,Denise Linn
0399507914,Jack Hamm
1570627193,Kate Horsley
0439313899,Neale Donald Walsch
0609608045,Gary Quinn
076071004X,Jonathan Dee
1855381125,Marian Green
0875421202,Scott Cunningham
1566199646,Horik Svensson
0738700339,Llewellyn
0875423248,Donald Michael Kraig
073870279X,Osborne Phillips
0425158640,William Gibson
0553236628,Shirley Maclaine
1863739157,Andrew McGahan
068483183X,Kay Redfield Jamison
0713715162,Guy Damian-Knight
0671532545,Edward Shorter
0330360434,Elliot Perlman
